hotel_name,hotel_url,hotel_address,hotel_type,hotel_rating,location_rating,cleaniness_rating,service_rating,value_rating,hotel_rating_max_value,hotel_review,covid_detail,customer_name,customer_address,customer_review_date,customer_rating,max_value,comment_title,comment,customer_stay_date,customer_trip_type
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,Tigerglyn,"Chester, United Kingdom",Sep 2020,50,50,Bliss,Yet again our ten day stay here was pure bliss!! The hotel and all its facilities is well maintained and nothing is too much trouble for the wonderful staff! All rooms are really suites and all have balconies with stunning views. Mnistries restaurant produces excellent food and has a good and affordable wine list of good local wines. We treated ourselves to massages in the spa - highly recommended!!! All in all we can’t wait to return!, August 2020, Travelled as a couple
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,FifiTrixiebelle7,"Glasgow, United Kingdom",Sep 2020,50,50,Magical Odyssey,"Spent a relaxing week in this beautiful hotel and cant praise it highly enough.The views, the food in the restaurant, the bedroooms, the showers and the pool area are all fantastic but best of all are the staff team who all look after you extremely well. Thank you to all at the Odyssey for making our holiday perfect in these difficult times. The hotel felt supersafe and there was very excellent cleaning and hygiene measures in place.", September 2020, Travelled as a couple
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,Pioneer24130460374, ,Aug 2020,50,50,Martin family holiday,"fantastic hotel, great position with breathtaking views from all rooms,restaurant and pool areas. large well furnished rooms with individual interior design , 10 out of 10 for cleanliness. The hotel had a relaxed, smart casual feeling and All staff extremely helpful, warm and welcoming, especially Catherine on reception. The pool area was perfect for our family with no shortage of sunbeds (VARIETY OF DIFFERENT SUNBEDS) and plenty of space in all areas. The second pool , shallow one, was great to just sit in and keep cool while reading my book. We also used the spa facility and can highly recommend the relaxing massage. The Restaurant was also wonderful, with a varied and extensive menu that we never tired of , and again really pleasant and attentive staff.
Overall the best hotel we have stayed in. Would highly recommend for a relaxing break", August 2020, 
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,Alex,"Southampton, United Kingdom",Aug 2020,50,50,Perfect,"We booked this hotel late due to the current situation and was guided by the previous reviews.Well I can confirm those reviews as this Hotel is perfect.No negatives at all.The building is in excellent condition.The rooms are modern well furnished and spacious with great showers.When you open the electric powered curtains from your oversized bed each morning the view is a wow factor , a view that you couldn’t forget.
The infinity pool is delightful and with only 22 rooms there is always more sun beds than people plus the cosy loungers etc.Sometimes we were the only people at the pool.
The Hotel restaurant’Ministires’ is by far the best in the resort offering top end food for very reasonable cost.The menu choice is plentiful and portion size generous.
Finally the staff.They made this the most relaxing holiday I can remember.From Catherine who is permanently at the reception desk who is so kind and helpful and goes out of her way to help,to the waiting staff who are so polite and professional.
The common factor I recognised was that the fellow guests that we met were all repeat customers which says something in itself.
We will definitely return.", August 2020, 
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,Cookie, ,Aug 2020,50,50,Just lovely,"It’s my second time,,first with my 2 teenage girls....my girls talked about it so much...my husband joined us on our 2nd trip...he’s a real hard to please man 5* deluxe person...
He absolutely loved it, the service and atmosphere is excellent. The staff can’t do enough for you....", August 2020, 
Odyssey Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g488297-d1816358-Reviews-Odyssey_Hotel-Agia_Efimia_Cephalonia_Ionian_Islands.html#REVIEWS,Agia Efimia 28081 Greece,5.0,Excellent,50,50,50,50,5,484,,belindaj905, ,Aug 2020,50,50,Excellent Hotel,Excellent hotel in every way. The staff are friendly efficient and professional. The food is amazing and every room has a view. The best View in Kefalonia. This is our favourite go to place in Greece 💙, July 2020, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Keithie, ,Sep 2020,50,50,Superb,"We were there during the Cyclone also.
Once in a lifetime weather event !
So sad for the local community.
The Athina is a wonderful place to stay.
If you want a chilled out holiday with a beautiful beach 2 mins away complete with a pair of Ducks to feed daily,look no further!
Makis, Elena & Astrid were amazing, under the most pressure they came through & worked day & night to make our stay as pleasurable as possible.
You won’t be disappointed if you decide to stay at the Athina.
The reviews are an accurate appraisal of this gem of a hotel !!
Thank you Makis & all your wonderful staff.
Keith & Jean 12/09-22/09/2020", September 2020, Travelled as a couple
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Jane, ,Sep 2020,50,50,Wonderful,Makius & Eleanor and all the staff are absolutely wonderful rooms lovely and clean and a great friendly atmosphere.. we were caught up in the cyclone but Makius and family made sure we were safe and located a restaurant that could deliver us food . I cannot praise their kindness enough . Thank you x, September 2020, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Susan,"Grimsby, United Kingdom",Sep 2020,50,50,Service at the Athina Hotel,"Our family have just spent a week at the Athina with our one year old grandson. The service from Makis and Elena from beginning to the end was excellent. Nothing was too much trouble and Makis had a lovely present for our grandson when we left. They gave our daughter, son in law and grandson an apartment and sorted out what they needed straight away. The hotel is very clean throughout and a lovely atmosphere in the bar. Rooms are basic but perfectly adequate and breakfast is continental and very nice. Great location, close to Sami a beautiful little traditional town. We’ve had just the best week including a family wedding at AntiSamos beach. Just beautiful. Thank you Makis and Elena - well be back", September 2020, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Darren9191,"Edinburgh, United Kingdom",Sep 2020,50,50,Amazing Host!,"Amazing stay at the athina. Rooms are all you need, clean and basic. The staff however are a different story. Mikas is without a doubt the best host I have ever known, every time he you see him he is full of energy. Remembers everyone’s name which is incredible and nothing is too much to ask. Mikas even surprised me with Prosecco and cakes for my birthday. Can’t wait to return. Super, I fix it! Darren and Jade :)", September 2020, Travelled with friends
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Mick,"Sheffield, United Kingdom",Aug 2020,50,50,Great base to see Kefalonia,"Ideally placed just back from the Fishermans harbour in Karavomylos and has its own little beach just to the side.
Rooms are very clean and well looked after by the hotel team.
We visited the Athina in what must have been their most trying time (just after the Covid Lockdown) yet we could not have had a better time.
Makis is an absolute star, he works very hard to make everyones stay the best he can, always with a happy smiling greeting and mad as a box of frogs.
Our room had its own balcony and a sea view, the aircon worked amazingly well and the fridge was super quiet.
Honestly ....I have no complaints, great place.", August 2020, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Martin,"Budapest, Hungary",Nov 2019,50,50,What a place,"Makis your host with the most makes your stay at the Athina beach hotel a brilliant experience. The area near the hotel is really good, within walking distance of Sami and very close to Drogortti cavern", June 2019, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Mike, ,Oct 2019,50,50,We come back again,"I come back to this place, the best in Greece to make holidays. Hotel Athina is a beautiful hotel an very clean. Makis and Astrid are Nr. 1, Cleaning womans are very gently.
But on our last day, we come to breakfast 15 minutes before 7. The Breakfast-woman is horrable. Even she was never smiling. She saw us and starts talking by herself and didn't give us breakfast. Then a man came through, he belongs to the hotel and saw, that we had a problem and goes and came with Makis back and he saved our life in the breakfast. He said: take everything coffee, tea, all you need. So we get breakfast before 7.
Thank you again Makis and Jonny was his name.
I asked Makis, why he has this horrable face in the breakfast. She don't like to give breakfast to the guests. Is talking to herself and she destroy this beautiful place.
He told me she is his ""sister"". I can't believe it. He is the friendliest person ever an must give a job to this woman?! He should think about to change this!
But again i come back with my friends and we will see it, beause Makis an Astrid make this place!!", September 2019, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Bob,"Rossendale, United Kingdom",Oct 2019,50,50,Fantastic Holiday,"We have just come back from another fantastic at the Athina Hotel. As usual everyone at the hotel were most welcoming. Makis was his usual brilliant self knowing and remembering everyone's names and Astrid is as always great fun. Although we went with Thomas Cook, Makis was most helpful in booking a replacement transfer. All in all another great visit to the Athina. Definitely visiting next year.", September 2019, 
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,Tanya, ,Sep 2019,50,50,Little gem,"Where do I start with this hotel
First of all the location... Just wow. Small basic tradional bed and breakfast 30 seconds from a small beach with crystal clear water.
Hotel is spotless clean and a credit to all staff who work there.
Makis the owner is 1 in a million. He goes above and beyond to make your holiday special, he can arrange anything you need, just ask him and it's done. Astrid is very speacial too, she works the bar, helps with breakfast, helps guests with anything they need.
Cleaners are all very happy and polite and do an amazing job.
The hotel next door has a beautiful pool with a bar and food which you can use.
Very quiet, relaxing location with beautiful views.
We hired a car and toured part of the island at our own leisure. I definitely recommend to do this. The owner Makis can arrange this for you.

This is the best holiday I've had and we are going back next year.
There are a couple of nice tavernas 50yrds away, or you can go to sami where there are lots of eateries only 15 min walk away.
Thank you to Makis, Astrid and the team for making our holiday so speacial.
If your looking for night life and party location it's not for you. It's very quiet. Average age of guests is 50 but some younger couples there too. Most guests return year after year
See you all next year.... Tanya and Lee xx", September 2019, Travelled as a couple
Athina Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g678734-d574895-Reviews-Athina_Hotel-Sami_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavomylos, Sami 280 80 Greece",4.5,Excellent,45,45,45,45,5,309,,RichardS253,"Devon, United Kingdom",Sep 2019,50,50,Many happy returns!,"We booked this hotel due to recommendation and we were not disappointed. Makis, the owner, is a legend, ""I am here."" ""I fix it"" and ""Yamas"" are to be heard constantly. The hotel was full and the majority of guests were returning having sampled its delights previously. The use of the facilities of the 5 * hotel next door make this a great place to stay.......lovely pool with bar which also serves great food. The beach is on the doorstep and has two resident ducks. Sami is only 15-20 minutes easy walk along the seafront and has a great assortment of restaurants.
It was the most relaxing and delightful holiday I have had and we would certainly return.
Breakfast didn't disappoint and you help yourself to as much or little as you want. Makis knows everyone and will arrange hire cars, taxis, virtually anything you need.
Bed linen and towels are changed every day, the bar is cheap and friendly....loved the 11 days we stayed.", September 2019, Travelled as a couple
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,jgmor1, ,Sep 2020,50,50,Great Place to come back refreshed,"After even the shortest of breaks you leave the FZeen retreat fresh and energised, a must stay place for couples and solo travellers alike, the location is fantastic with the most beautiful bay only a few steps away.", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Niknoknoknik,"London, United Kingdom",Sep 2020,50,50,best hotel in Kefalonia,"A very pretty hotel with wonderful sea views surrounded by a garden. 3 pools good gym and spa with excellent massage facials and steam room. the variety of food is good and service excellent. restaurant overlooks the sea. we drank their house wine as their wine list was much reduced probable due to end of season, good cocktails. service charming and efficient. our suite was comfortable and was split level with bedroom up stairs. no guests under 18 allowed so nice young group .", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,LloydMorgan,"Cardiff, United Kingdom",Sep 2020,50,50,Luxury retreat,"Seen lots of advertisements and others visiting and it always looked great, but had a premium price.

We booked our stay in September 2020 and we were not disappointed. From a lovely welcome at our car to help with out luggage, we immediately felt relaxed and felt the luxury you expect for the price. The hotel has considered everything, from the beautiful aromas of the plants throughout the grounds.

All 3 pools were stunning, similar to a tropical Bali villa. We never had a problem getting a lounger at any of the pools and often had one to ourselves. Pool and beach service was great and at a very relaxed speed. I fused water is provided for free throughout the resort so you always have access to something cold and refreshing.

The gym and fitness classes looked great and were plentiful, although I wasn’t there for that this time. I did use the outdoor gym, which I had to myself each time. Drinks, fresh towels and control over the music was all available.

The outdoor cinema was awesome, such a nice touch and worth a visit. You also have free water sports available from the beach.

Food was great, everything incredibly healthy but tasty! They offered both Wellness and Alcohol drinks, so tailored for whichever relaxing stay you are looking for.

We were in a Superior Raw Retreat (room 121) which had a large balcony with sea view and looked over the main pool. Room was lovely and had a great view and ideal location for access to everything.

Really enjoyed our stay and totally think you get what you pay for with this resort. Everything has been well thought out and you will definitely relax and unwind. I will be going back, can’t wait!", September 2020, Travelled as a couple
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Hannah,United Kingdom,Sep 2020,50,50,The perfect retreat,"I felt so strongly about this hotel that i had to start a tripadvisor account and write this review whilst i'm still here. We were looking for a break that also ticks our health and fitness wants when we stumbled across this place by mistake and thank god we did!
From the moment we arrived we knew we had chosen well, a stunning location with uninterrupted views across the ocean from all vantage points, a seamless, friendly check-in and a beautifully appointed, spacious bedroom. We're both pretty well travelled and would rate this in our top 3 hotels ever.
FOOD - Breakfast is an la carte and also buffet menu. There are 2 restaurants at the hotel, both of which offer a good variety of dishes for lunch and allow you to be as healthy (or not!) as you like. There's a 'wellness drinks' and a normal drinks menu too. Dinner is beautiful with amazing sunset views over the sea, very romantic but also a great vibey atmosphere. If you fancy a change there are 4/5 good little tavernas on the beach too.
SERVICE - The team do this place so proud. They really do make the experience for guests and I wish i could take them all with me for our hospitality interests! If I knew everyones names I would mention them all as they're all great, but in particular Vassia, illias, Niko and Adonis looked after us so well. They know what you want before you do!!
SPA - The best spa treatments either of us have ever had. Say no more.
CLASSES - There's lots of variety to choose from, 2 yoga decks, 2 gyms fully kitted out with all the equipment you could ever need. Classes run daily and you can pick and choose what you do, from hiking to yoga to functional fitness classes. There's also a cool outdoor cinema showing a different film every night which is a great touch.
COVID - The staff are all wearing masks or visors and we have felt very safe all the time whilst still being able to enjoy a pretty normal holiday.", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Etty15,"Greater Manchester, United Kingdom",Sep 2020,40,50,great hotel but not adults only,"The hotel itself is beautiful, with amazing service and a great location (although the buses aren’t running in 2020 so you might need to hire a car to explore the island - we used justrentit and they delivered the car to the hotel).

However, only criticism - we booked this hotel specifically because it was advertised on its website as an adults only retreat and this wasn’t the case. Towards the end of our stay there was a family there with two young teenage boys - we asked about this at reception and were told they were staying in a villa on site and not in the hotel, however they were using all the hotel facilities (the restaurant, the pools) so not sure what the difference was? Then on our last day we noticed another family with a child check in. The boys in particular were splashing in the main pool and jumping from the top infinity pool to the bottom infinity pool, this is obviously totally normal behaviour for children and they weren’t doing anything wrong BUT we paid more for an adults only hotel so we could relax and this did ruin it a bit. Saying this I appreciate it's obviously been a hard year for hotels and tourism and so maybe they let families in as a one-off to make up for the time they were closed?

A few other tips - I would definitely recommend eating at Lorraine’s Magic Hill below the hotel, amazing food and wine. We also really enjoyed the hotel cinema (had it to ourselves!) and yoga classes. Breakfast was delicious too. Also recommend borrowing the paddle boards, so much fun!", July 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,LondonArabesque,"Ascot, United Kingdom",Sep 2020,50,50,"Wonderful experience, excellent staff and service","We had a week at FZeen early September 2020 and it was a wonderful experience. We had not been to Kefalonia and did not know much about the island or what to expect. After months of covid lockdown we really needed a calm, restful escape. FZeen fitted the bill perfectly. The hotel is very private, has beautiful gardens, is designed in such a way you don't feel there are many people around. Two different restaurant spaces, three pools, very close to the beach. Room simple but very comfortable overlooking the sea. It ticked all the boxes. The staff made a real impact as they provided excellent service, in a very friendly and understated way. I want to mention Vassia and Yannis and their teams. They were brilliant. Overall a 5 star experience and we have decided to make it an annual trip.", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Julian,"Brighton, United Kingdom",Sep 2020,40,50,Lovely Relaxing Hotel,"FZeen is a lovely hotel which lives up to the impression given on their website. The hotel is well appointed, immaculately clean and the staff are, without exception, attentive and discrete. It is impossible not to feel relaxed at this hotel, whether that is whilst drinking cocktails and watching the sun set over the terrace or enjoying a lazy afternoon by the pool.

The food here is great. Lots of choice and with a healthy emphasis. All beautifully prepared and well presented. Service at the hotel is first class. Plenty of staff all really keen to help and make your stay as enjoyable as possible. The landscaping of the hotel is lovely. The design of the buildings and grounds has been well through the through and is a pleasure to be within.

We really enjoyed the outdoor cinema, the excellent beach at which drinks are served, and having lunch by the many pools.

All in all a truly great hotel.", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Ha123rry, ,Sep 2020,50,50,Spot On!!!,"Could not have wished for more... everything was truly wonderful from the heavenly staff, delicious organic food, dreamy spa to the spot on decor throughout.

Our room with a cute, deep pool was perfect in every way.

Really impressed with this place X", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,Laura, ,Sep 2020,50,50,Outstanding,"I almost don’t want to write this review because this place is sooo good and I don’t want it to become overcrowded and too expensive.

At the moment F-Zeen is affordable for a week’s holiday. As an adult’s only hotel, it is an ideal getaway retreat for a solo traveller or perfect for romantic trip for a couple.

Everything about this boutique, family owned hotel is 5*; the service, the food, the spa treatments, the nightly open-air cinema and the yoga and fitness classes that are all complimentary.

Built in to the hillside, the hotel does have a fair few steps but the gardens are stunning. With 56 rooms in total (and at the time of my visit the hotel was full), this hotel didn’t feel busy. There are three pool areas, access to a private beach and paddle boarding included too.

The number 1 hotel in Kefalonia right now… and imagine it will stay that way for the forseeable.", September 2020, 
F Zeen Retreat,https://www.tripadvisor.co.uk/Hotel_Review-g775845-d566267-Reviews-F_Zeen_Retreat-Lourdata_Cephalonia_Ionian_Islands.html#REVIEWS,"Lourdas Beach Livathos, Lourdata 28083 Greece",4.5,Excellent,45,50,45,45,5,469,,calamityclues,"Swansea, United Kingdom",Sep 2020,20,50,Ionian beach villa,"The villa does not resemble the photos on the web site. We were very disappointed. The decor is tired & dated & in much need of a refurb. The curtains had been removed in the lounge area & one bedroom , which meant waking up with the sunrise. There are no doors on the master en suite bathroom , it’s open plan , so effectively your loo is in your bedroom . The downstairs loo is only fit for a child as it’s only possible to sit on loo side ways the room is so tiny , located under the stairs. The pillows are like solid breeze blocks. The air con doesn’t work very well. The furnishings are shabby. The windows needed cleaning. The garden needed weeding & trimming & it in danger of blocking the view. The bubbles in pool weren’t working . Very expensive for what it was", September 2020, Travelled with family
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Cami,"Brighton, United Kingdom",Sep 2020,40,50,5 day trip.,"Just had a lovely 5 days at karavados beach hotel. Beautiful pool over looking the sea . rooms are very basic but do have a fridge and a warm shower as well as a balcony with a sea view.
very secluded location- we didnt have a car and there were no shops in walking distance. There is a gorgeous beach ten mins walk away with beautiful clear seas and a couple or tavernas for lunch and dinner.
Basic breakfast at hotel but nice and a good selection on their evening menu.
we got taxis into Argostoli a couple of times - €17 each way.
All in all a lovely relaxing week away and would definitely recommend.", September 2020, Travelled as a couple
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Amanda,"Elstree, United Kingdom",Aug 2020,50,50,Beautiful location!,"Had a fabulous time at Karavados beach resort. Many thanks to Maria on reception, who helped us with car hire, where to go, she is exceptional. Lovely pool area with bar. It’s a 5 minute walk to a gorgeous beach with a couple of tavernas. Only downside is, it is quite far from anything else.", August 2020, Travelled as a couple
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Departure49076, ,Aug 2020,40,50,"Friendly, relaxed hotel in beautiful surroundings.","We have just spent a week in this lovely hotel, the staff were so friendly and helpful. Special thanks to Maria for all our transport needs and everything else she helped us with over the week. The owner was also so kind letting us have a late check out at 9pm due to our late flight.
This hotel is in a beautiful location with the most gorgeous beach at the bottom of the road. We hired a car for most of the week (through Maria) which was a great way to get to see other parts of the island and gave us more options to eat out.
This is a great value family run hotel and we would definitely return.", July 2020, Travelled with family
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Nickie73,"Bicester, United Kingdom",Nov 2019,40,50,Family Holiday,"We like to stay in places a little off the beaten track but I underestimated how remote this resort was. That said, we had a lovely stay and if you are looking for a fly and flop break this place fits the bill perfectly", August 2019, Travelled with family
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,annh1957,"Swindon, United Kingdom",Oct 2019,50,50,Gem of a hotel,"If you want a quiet hotel in a lovely location this is the place for you. The rooms are basic but there is everything you need! All the staff are fantastic from the maids who clean the rooms - very efficiently! the reception staff for whom nothing is too much trouble and the bar staff and the catering staff all very friendly.
Would definitely stay here again.", October 2019, 
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,christyp7411, ,Oct 2019,50,50,Most Relaxing Place,"This was our second time staying at Karavdos beach hotel and it was just as good as last time. The staff are all so friendly and welcoming, especially Alex the barman who remebered us from the first time we visited! The food is always so good and gives you a proper feel of greek food which we always miss when we fly back to the UK. We will definitely be returning next year for the third time!", September 2019, 
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Rosemarie, ,Oct 2019,50,50,Lovely setting friendly staff,"We were stay I n g at the hotel when Thomas Cook went bust the hotel and staff could not have been more helpful
Just enjoy your holiday and don't worry about getting home
They looked up our replace ment flights arranged transfer to airport
Said just let us have a copy of the Atol certificate and enjoy the rest of your holiday
We will return the rooms are spacious and clean
Only draw back its a long way from restaurants so if you don't go half board you will need car", September 2019, 
Karavados Beach Hotel,https://www.tripadvisor.co.uk/Hotel_Review-g1190422-d286944-Reviews-Karavados_Beach_Hotel-Karavados_Cephalonia_Ionian_Islands.html#REVIEWS,"Karavados Beach, Karavados 28100 Greece",4.0,Very good,40,45,45,45,5,335,,Matthews, ,Sep 2019,50,50,Why we come back,"We have spent another week here ,this is our third visit .we love this hotel and its welcoming staff.Maria is brilliant at reception always friendly and nothings a problem .Demetry and Alex are great bar staff in fact everyone is so friendly.they run a bus daily to Agastoli so you can get out without a car .you can pretty much do all the sightseeing by getting buses from Agastoli. The turtles are amazing .But the local beach is the icing on the cake snorkeling is a must .we just Love this place and are always made very welcome .The menu is varied good meat dishes and lovely vegetarian options the produce is great .", September 2019, Travelled as a couple
